year,pa_code,pa_area,pa_cropland,pa_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
1993,702,3892.0431113364,3039.728673785925,.78101104,858656.8636733573,853277.2916963398,5379.568889858253,1034015.514924456,1028188.640376955,5826.897491533729,1226408.390098468,1215951.493434578,10456.87419688721,50742.81468975544,50742.81468975544,0,57815.44489979744,57815.44489979744,0,28986.83137440681,28986.83137440681,0,799055.3413213585,793675.769344341,5379.568889858253,974413.9925686424,968587.1180211417,5826.897491533729,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.5177421,.51558626,.75,1,,.50002491,.75
1994,702,3892.0431113364,3039.728673785925,.78101104,740097.6197706641,734748.7761918902,5348.876739445494,594452.1758117506,589420.2599175572,5031.920731538653,1226408.390098468,1215951.493434578,10456.87419688721,28857.58340144157,28857.58340144157,0,57815.44489979744,57815.44489979744,0,28986.83137440681,28986.83137440681,0,702381.3287135543,697032.4851347804,5348.876739445494,556735.8847546407,551703.9688604474,5031.920731538653,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.36192155,.35833067,.75,.5,,.35001996,.75
1995,702,3892.0431113364,3039.728673785925,.78101104,999611.7601706142,994089.0025006533,5522.768060253797,1157214.287405252,1151324.685528219,5889.613306357807,1226408.390098468,1215951.493434578,10456.87419688721,60782.32799732685,60782.32799732685,0,57815.44489979744,57815.44489979744,0,28986.83137440681,28986.83137440681,0,929970.7245120982,924447.9668421373,5522.768060253797,1087573.251742921,1081683.649865888,5889.613306357807,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,1,1,1,1,,1,1
1996,702,3892.0431113364,3039.728673785925,.78101104,1180301.439344102,1173968.69265157,6332.729579881907,1116294.328543726,1110108.459549129,6185.849398549108,1226408.390098468,1215951.493434578,10456.87419688721,57137.47196984291,57137.47196984291,0,53486.20768499374,53486.20768499374,0,28986.83137440681,28986.83137440681,0,1114305.259661374,1107972.512968842,6332.729579881907,1050298.148860994,1044112.279866397,6185.849398549108,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.95200306,.95155865,1,1,,.95000249,1
1997,702,3892.0431113364,3039.728673785925,.78101104,1391391.253982362,1384412.880324572,6978.382758174561,1354735.400837602,1347783.50513649,6951.903880552964,1226408.390098468,1215951.493434578,10456.87419688721,71336.09328055382,71336.09328055382,0,53485.91596794128,53485.91596794128,0,28986.83137440681,28986.83137440681,0,1311196.453017053,1304218.079359263,6978.382758174561,1274540.599872292,1267588.704171181,6951.903880552964,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.90354842,.90311724,.94999999,1,,.90000492,.94999999
1998,702,3892.0431113364,3039.728673785925,.78101104,1089216.742213119,1083112.383956835,6104.348631966941,1179409.417885715,1173046.599274963,6362.813575217271,1226408.390098468,1215951.493434578,10456.87419688721,55676.25556707382,55676.25556707382,0,53484.23172521591,53484.23172521591,0,28986.83137440681,28986.83137440681,0,1024681.778988708,1018577.420732424,6104.348631966941,1114874.454661384,1108511.636050633,6362.813575217271,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,1,1,1,1,,1,1
1999,702,3892.0431113364,3039.728673785925,.78101104,1284023.244029391,1277127.844889015,6895.35149849504,1167119.68933803,1160535.14693439,6584.534576082629,1226408.390098468,1215951.493434578,10456.87419688721,59923.62898135185,59923.62898135185,0,53484.23172521591,53484.23172521591,0,28986.83137440681,28986.83137440681,0,1215240.907359907,1208345.508219531,6895.35149849504,1098337.352668466,1091752.810264826,6584.534576082629,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.71156073,.70935178,.94999999,1,,.70001495,.94999999
2000,702,3892.0431113364,3039.728673785925,.78101104,1005912.754235129,999571.9815826416,6340.764450150315,1078874.870256577,1072403.674814254,6471.197276536594,1226408.390098468,1215951.493434578,10456.87419688721,60711.58680427074,60711.58680427074,0,53479.71795117855,53479.71795117855,0,28986.83137440681,28986.83137440681,0,936342.4597343009,930001.6870818138,6340.764450150315,1009304.575755749,1002833.380313426,6471.197276536594,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.66074252,.6585266,.89999998,.89999998,,.6500175,.89999998
2001,702,3892.0431113364,3039.728673785925,.78101104,906490.5314038529,900549.3305082321,5941.203132389463,872490.8414172868,866534.9038365781,5955.926489115025,1226408.390098468,1215951.493434578,10456.87419688721,41975.42170244455,41975.42170244455,0,53478.3853085041,53478.3853085041,0,28986.83137440681,28986.83137440681,0,855656.4020198289,849715.201124208,5941.203132389463,821656.712029448,815700.7744487394,5955.926489115025,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.49390811,.49135631,.76999998,.38999999,,.49002543,.76999998
2002,702,3892.0431113364,3039.728673785925,.78101104,966091.6326556843,959453.2110369503,6638.3918661553,984636.2735484125,977873.8479540348,6762.442300974705,1226408.390098468,1215951.493434578,10456.87419688721,49001.9092464447,49001.9092464447,0,57443.93971085548,57443.93971085548,0,28986.83137440681,28986.83137440681,0,908231.0157366259,901592.594117892,6638.3918661553,926775.6566331688,920013.2310387911,6762.442300974705,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.70447004,.70220011,.94999999,.69999999,,.70001495,.94999999
2003,702,3892.0431113364,3039.728673785925,.78101104,1056584.747051499,1048894.971845031,7689.785888745138,1041096.872397732,1033466.671583772,7630.198672629773,1226408.390098467,1215951.493434578,10456.87419688721,46184.1958616972,46184.1958616972,0,57443.68166851997,57443.68166851997,0,28986.83137440681,28986.83137440681,0,1001541.843512914,993852.0683064461,7689.785888745138,986053.9688667766,978423.7680528164,7630.198672629773,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.75765187,.75540924,1,.89999998,,.75001246,1
2004,702,3892.0431113364,3039.728673785925,.78101104,1035119.869311769,1027358.645675302,7761.244229212458,988882.0965372273,981242.7857505381,7639.323476529244,1226408.390098468,1215951.493434578,10456.87419688721,49165.2668645978,49165.2668645978,0,57433.92007446289,57433.92007446289,0,28986.83137440681,28986.83137440681,0,977095.8947555014,969334.6711190343,7761.244229212458,930858.1219771453,923218.8111904562,7639.323476529244,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.70328826,.7010082,.94999999,.64999998,,.70001495,.94999999
2005,702,3892.0431113364,3039.728673785925,.78101104,1131594.578787826,1123957.018433273,7637.58555658144,1193457.444091249,1185595.951958627,7861.492030452861,1226408.390098468,1215951.493434578,10456.87419688721,79143.20847558975,79143.20847558975,0,57433.92007446289,57433.92007446289,0,28986.83137440681,28986.83137440681,0,1043592.662628792,1035955.102274239,7637.58555658144,1105455.527928401,1097594.035795778,7861.492030452861,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.85364568,.85229194,1,.89999998,,.85000747,1
2006,702,3892.0431113364,3039.728673785925,.78101104,1199885.838346971,1191725.602339566,8160.245071871131,1232647.116182835,1224319.525034785,8327.62355718901,1226408.390098467,1215951.493434578,10456.87419688721,72189.20481586456,72189.20481586456,0,57433.7233171463,57433.7233171463,0,28986.83137440681,28986.83137440681,0,1118837.92587794,1110677.689870534,8160.245071871131,1151599.203717531,1143271.612569481,8327.62355718901,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,1,1,1,1,,1,1
2007,702,3892.0431113364,3039.728673785925,.78101104,977638.6091001823,969785.3045388162,7853.291489307554,847834.4973694391,840413.7199236453,7420.762996886618,1226408.390098467,1215951.493434578,10456.87419688721,45230.81964635849,45230.81964635849,0,57433.7233171463,57433.7233171463,0,28986.83137440681,28986.83137440681,0,923549.0817593231,915695.777197957,7853.291489307554,793744.970032484,786324.1925866902,7420.762996886618,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.50828791,.50605077,.75,.60000002,,.50002491,.75
2008,702,3892.0431113364,3039.728673785925,.78101104,597079.5943772866,591064.0793278217,6015.514400616106,580273.5724715914,574371.0170013905,5902.551962925829,1226408.390098468,1215951.493434578,10456.87419688721,22231.33338469267,22231.33338469267,0,57433.7233171463,57433.7233171463,0,28986.83137440681,28986.83137440681,0,565989.5533075406,559974.0382580757,6015.514400616106,549183.5314056601,543280.9759354591,5902.551962925829,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.40638515,.40320832,.75,.34999999,,.40002996,.75
2009,702,3892.0431113364,3039.728673785925,.78101104,371877.9683342538,366731.1298660636,5146.843204870722,369900.956138412,364830.8523024023,5070.099619998112,1226408.390098467,1215951.493434578,10456.87419688721,21302.08501207829,21302.08501207829,0,57433.7233171463,57433.7233171463,0,28986.83137440681,28986.83137440681,0,341717.1756433807,336570.3371751904,5146.843204870722,339740.1634475389,334670.0596115291,5070.099619998112,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.11821216,.11375201,.60000002,.40000001,,.1000449,.60000002
2010,702,3892.0431113364,3039.728673785925,.78101104,679186.2950286302,673387.6098567545,5798.695391240983,773171.9989761077,767140.630520314,6031.393015891311,1226408.390098468,1215951.493434578,10456.87419688721,28052.33032023907,28052.33032023907,0,50433.32013916969,50433.32013916969,0,28986.83137440681,28986.83137440681,0,642275.2570193443,636476.5718474686,5798.695391240983,736260.9609668218,730229.5925110281,6031.393015891311,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.45792738,.45522547,.75,.5,,.45002741,.75
2011,702,3892.0431113364,3039.728673785925,.78101104,1118003.624447278,1111223.5874089,6780.051476865437,1201701.26185363,1194611.883920372,7089.361587846746,1226408.390098467,1215951.493434578,10456.87419688721,60642.19453930855,60642.19453930855,0,50433.32013916969,50433.32013916969,0,28986.83137440681,28986.83137440681,0,1048502.722252182,1041722.685213804,6780.051476865437,1132200.359658534,1125110.981725276,7089.361587846746,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.80328524,.80146676,1,.80000001,,.80001003,1
2012,702,3892.0431113364,3039.728673785925,.78101104,822095.016695475,815662.2636395395,6432.739468199981,685705.761625039,679659.5489391834,6046.240408512359,1226408.390098468,1215951.493434578,10456.87419688721,30551.51199102402,30551.51199102402,0,50433.32013916969,50433.32013916969,0,28986.83137440681,28986.83137440681,0,782684.7970034832,776252.0439475477,6432.739468199981,646295.5419330472,640249.3292471915,6046.240408512359,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.41347581,.41035995,.75,.64999998,,.40002996,.75
2013,702,3892.0431113364,3039.728673785925,.78101104,515490.2641000465,509953.5074171722,5536.759851943352,480119.4639221071,474661.1714765728,5458.288719370534,1226408.390098468,1215951.493434578,10456.87419688721,27111.96694195271,27111.96694195271,0,50433.32013916969,50433.32013916969,0,28986.83137440681,28986.83137440681,0,479519.5894818619,473982.8327989876,5536.759851943352,444148.7893001079,438690.4968545735,5458.288719370534,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.21393971,.20944282,.69999999,.34999999,,.20003992,.69999999
2014,702,3892.0431113364,3039.728673785925,.78101104,265692.8683801739,261457.2378439754,4235.625181705553,258646.4030405368,254526.725556314,4119.675877612211,1226408.390098468,1215951.493434578,10456.87419688721,40547.73719489574,40547.73719489574,0,48440.86034703255,48440.86034703255,0,28986.83137440681,28986.83137440681,0,216286.4235206096,212050.7929844111,4235.625181705553,209239.9581828798,205120.280698657,4119.675877612211,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.013013622,.0085087689,.5,.050000001,,.000032425614,.5
2015,702,3892.0431113364,3039.728673785925,.78101104,235452.9817581383,231629.5625076294,3823.421053599773,232157.8409305167,228352.1372234225,3805.707425134132,1226408.390098467,1215951.493434578,10456.87419688721,41750.25870871544,41750.25870871544,0,45443.08373570442,45443.08373570442,0,28986.83137440681,28986.83137440681,0,184844.0153728334,181020.5961223245,3823.421053599773,181548.8745433044,177743.1708362103,3805.707425134132,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.014275044,.012089423,.25,.2,,.000037414167,.25
2016,702,3892.0431113364,3039.728673785925,.78101104,288671.1408452187,284716.673614651,3954.463405149029,318277.7983972518,314287.882064268,3989.921218050026,1226408.390098468,1215951.493434578,10456.87419688721,20970.58012735844,20970.58012735844,0,45443.08373570442,45443.08373570442,0,28986.83137440681,28986.83137440681,0,258841.8530437741,254887.3858132064,3954.463405149029,288448.5105958072,284458.5942628235,3989.921218050026,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.074484609,.070078403,.55000001,.60000002,,.050047394,.55000001
2017,702,3892.0431113364,3039.728673785925,.78101104,1015157.426775466,1008258.898044586,6898.536254901055,1115720.225628752,1108154.229281723,7566.023775290674,1226408.390098467,1215951.493434578,10456.87419688721,64322.8992112875,64322.8992112875,0,45443.08373570442,45443.08373570442,0,28986.83137440681,28986.83137440681,0,941975.8199137556,935077.2911828756,6898.536254901055,1042538.618763227,1034972.622416198,7566.023775290674,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.99645466,.9964242,1,.85000002,,1,1
2018,702,3892.0431113364,3039.728673785925,.78101104,785313.2482511249,777927.4802716076,7385.77442239931,707935.9037422467,700860.2111711204,7075.695534695293,1226408.390098468,1215951.493434578,10456.87419688721,41056.73169994354,41056.73169994354,0,45443.08373570442,45443.08373570442,0,28986.83137440681,28986.83137440681,0,735397.8088744726,728012.0408949554,7385.77442239931,658020.4643617797,650944.7717906535,7075.695534695293,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.502379,.50009108,.75,.34999999,,.50002491,.75
2019,702,3892.0431113364,3039.728673785925,.78101104,924099.1651013673,916409.8211050928,7689.314002632364,959065.3663912606,951092.4219049811,7972.966299925432,1226408.390098468,1215951.493434578,10456.87419688721,33139.55470228195,33139.55470228195,0,45443.08373570442,45443.08373570442,0,28986.83137440681,28986.83137440681,0,882100.9027159989,874411.5587197244,7689.314002632364,917067.1040058922,909094.1595196128,7972.966299925432,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.75410658,.75183344,1,.75000006,,.75001246,1
2020,702,3892.0431113364,3039.728673785925,.78101104,528151.4239598475,521951.7207059115,6199.718277556854,449351.3123281511,443717.2514416352,5634.063273450942,1226408.390098467,1215951.493434578,10456.87419688721,34130.17797011137,34130.17797011137,0,41446.05089879036,41446.05089879036,0,28986.83137440681,28986.83137440681,0,485162.5383290015,478962.8350750655,6199.718277556854,406362.4267011198,400728.3658146039,5634.063273450942,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.21039438,.20586701,.69999999,.2,,.20003992,.69999999
2021,702,3892.0431113364,3039.728673785925,.78101104,226963.5622145052,222581.7855923474,4381.779314764129,222133.6419113192,217735.6785574555,4397.969972721942,1226408.390098467,1215951.493434578,10456.87419688721,24799.78350520134,24799.78350520134,0,41446.05089879036,41446.05089879036,0,28986.83137440681,28986.83137440681,0,193305.0710304494,188923.2944082916,4381.779314764129,188475.1507310781,184077.1873772144,4397.969972721942,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.010729712,.0085136024,.25,.050000001,,.000037414167,.25
2022,702,3892.0431113364,3039.728673785925,.78101104,195300.857522405,191347.0236020386,3953.839809674055,191114.3733504642,187301.7894059122,3812.582560376692,1226408.390098467,1215951.493434578,10456.87419688721,20212.90872275829,20212.90872275829,0,41446.05089879036,41446.05089879036,0,28986.83137440681,28986.83137440681,0,166229.2411190637,162275.4071986973,3953.839809674055,162042.7569509376,158230.1730063856,3812.582560376692,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.011462097,.0085136024,.32999998,.050000001,,.000037414167,.32999998
2023,702,3892.0431113364,3039.728673785925,.78101104,1000632.962889046,992832.0361392796,7800.936501331875,1170292.855650416,1161361.705496192,8931.15804435161,1226408.390098468,1215951.493434578,10456.87419688721,49524.44242882729,49524.44242882729,0,41446.05089879036,41446.05089879036,0,28986.83137440681,28986.83137440681,0,942249.8127968016,934448.8860470355,7800.936501331875,1111909.705561986,1102978.555407763,8931.15804435161,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,1,1,1,1,,1,1
2024,702,3892.0431113364,3039.728673785925,.78101104,824129.015303741,815643.8601267338,8485.154492153571,747690.0888598224,739551.8762154579,8138.183715618943,1226408.390098467,1215951.493434578,10456.87419688721,13645.64820289612,13645.64820289612,0,41446.05089879036,41446.05089879036,0,28986.83137440681,28986.83137440681,0,801624.6594272952,793139.504250288,8485.154492153571,725185.7329833766,717047.5203390121,8138.183715618943,1188562.851046577,1178105.954382688,10456.87419688721,0,0,0,0,0,0,8858.707675969228,8858.707675969228,0,.50356078,.50128299,.75,.40000001,,.50002491,.75
1993,703,3213.50943632005,2932.442841053009,.91253597,942299.4151853025,942298.9696905017,.445493949111551,946197.1398873329,946196.5974267423,.5424583903513849,959072.3038691878,959071.6461270154,.6577356844209135,131133.4065313935,131133.4065313935,0,125433.3733537793,125433.3733537793,0,125411.9873655438,125411.9873655438,0,68912.04565948993,68911.60732311755,.4383355211466551,72809.770361498,72809.23505933583,.5352999623864889,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.9708752,.97087538,.75272089,1,,.69441086,.75
1994,703,3213.50943632005,2932.442841053009,.91253597,870346.8485870957,870346.456151396,.3924335152842104,872063.1700337231,872062.8583613634,.3116689692251384,959072.3038691878,959071.6461270154,.6577356844209135,66107.3861977458,66107.3861977458,0,125433.3733537793,125433.3733537793,0,125411.9873655438,125411.9873655438,0,61985.49231878296,61985.10704151168,.3852750873193145,63701.81376533397,63701.50925140269,.3045105412602425,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.8869682,.88696831,.75272089,.5,,.50003672,.75
1995,703,3213.50943632005,2932.442841053009,.91253597,913243.2877413034,913242.769464463,.5182759738527238,921567.8624454439,921567.2570647597,.6053795791231096,959072.3038691878,959071.6461270154,.6577356844209135,107455.0852386653,107455.0852386653,0,125433.3733537793,125433.3733537793,0,125411.9873655438,125411.9873655438,0,63534.21653230488,63533.70541389287,.5111175458878279,71858.79126697034,71858.19304471463,.5982211511582136,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,1,1,1,1,,1,1
1996,703,3213.50943632005,2932.442841053009,.91253597,1076731.656438321,1076731.036505997,.6199360019527376,1065336.291330934,1065335.706618756,.584718884434551,959072.3038691878,959071.6461270154,.6577356844209135,242584.6054944396,242584.6054944396,0,125430.1636026502,125430.1636026502,0,125411.9873655438,125411.9873655438,0,91893.04863731563,91892.43586342037,.6127775739878416,80497.68352982402,80497.10597607493,.577560456469655,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.99676329,.99676329,1,1,,.96603918,1
1997,703,3213.50943632005,2932.442841053009,.91253597,858912.1154997945,858911.3859211504,.7295785839669406,854243.2043016553,854242.4949103892,.7093874304555357,959072.3038691878,959071.6461270154,.6577356844209135,22403.68684768677,22403.68684768677,0,125430.1636026502,125430.1636026502,0,125411.9873655438,125411.9873655438,0,94254.44271434844,94253.72029413283,.7224201560020447,89585.53151620924,89584.82928337157,.7022290024906397,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.99387455,.99387455,.95054412,1,,.93572915,.94999999
1998,703,3213.50943632005,2932.442841053009,.91253597,791485.223706007,791484.652602762,.5711016240529716,807988.6408347785,807988.0197232366,.6211099117062986,959072.3038691878,959071.6461270154,.6577356844209135,21256.08110187203,21256.08110187203,0,125430.1636026502,125430.1636026502,0,125411.9873655438,125411.9873655438,0,27975.16459807171,27974.60065325513,.5639431960880756,44478.58172683883,44477.96777372528,.6139514837414026,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.99928826,.99928826,1,1,,.99253231,1
1999,703,3213.50943632005,2932.442841053009,.91253597,1127394.178276807,1127393.501989961,.6762833795510232,1116594.844404995,1116594.232693344,.6117186690680683,959072.3038691878,959071.6461270154,.6577356844209135,296705.9593755603,296705.9593755603,0,125430.1636026502,125430.1636026502,0,125411.9873655438,125411.9873655438,0,88434.16899073124,88433.49986231327,.6691249515861273,77634.83511892334,77634.23056570068,.6045602411031723,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.98194003,.98194003,.95054412,1,,.81050646,.94999999
2000,703,3213.50943632005,2932.442841053009,.91253597,1026879.72422722,1026879.202434659,.521797691937536,1027517.276044101,1027516.713861525,.5621799542568624,959072.3038691878,959071.6461270154,.6577356844209135,206566.4700793624,206566.4700793624,0,125430.1636026502,125430.1636026502,0,125411.9873655438,125411.9873655438,0,78059.2679582648,78058.75332413241,.51463926397264,78696.8197751455,78696.26475099847,.5550215262919664,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.96593529,.96593535,.90108836,.89999998,,.77978158,.89999998
2001,703,3213.50943632005,2932.442841053009,.91253597,899728.3701686561,899727.8929808736,.4771893485449255,901452.9866565764,901452.528249979,.4584068837575614,959072.3038691878,959071.6461270154,.6577356844209135,87602.27485367656,87602.27485367656,0,125430.1636026502,125430.1636026502,0,125411.9873655438,125411.9873655438,0,69872.10863906378,69871.63860970968,.4700309205800295,71596.72512697638,71596.27387880743,.4512484557926655,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.88985616,.88985628,.77250314,.38999999,,.68126291,.76999998
2002,703,3213.50943632005,2932.442841053009,.91253597,919154.9339912236,919154.4281622171,.5058325841091573,920672.1118749976,920671.5957196057,.5161629314534366,959072.3038691878,959071.6461270154,.6577356844209135,100712.7110624611,100712.7110624611,0,118465.7703226209,118465.7703226209,0,125411.9873655438,125411.9873655438,0,76188.2367430958,76187.73807251779,.4986741561442614,77705.41462684749,77704.90562988399,.5090045034885406,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.94261599,.94261599,.95054412,.69999999,,.80951077,.94999999
2003,703,3213.50943632005,2932.442841053009,.91253597,937555.3809180856,937554.8241371214,.5567800006829202,939610.6811605096,939610.1330656111,.548093109857291,959072.3038691878,959071.6461270154,.6577356844209135,110910.889426887,110910.889426887,0,118066.0977304578,118066.0977304578,0,125411.9873655438,125411.9873655438,0,84390.50469698571,84389.95507445,.5496215727180243,86445.80493940972,86445.26400293969,.540934681892395,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.97164959,.97164959,1,.89999998,,.83973777,1
2004,703,3213.50943632005,2932.442841053009,.91253597,928619.2022101283,928618.6590528786,.5431627104990184,922771.005438894,922770.4878739715,.5175716164521873,959072.3038691878,959071.6461270154,.6577356844209135,102583.6575884223,102583.6575884223,0,108178.1988714337,108178.1988714337,0,125411.9873655438,125411.9873655438,0,83781.58126476128,83781.04526594002,.5360042825341225,77933.38449348975,77932.87408699561,.5104131884872913,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.93607777,.93607777,.95054412,.64999998,,.80951077,.94999999
2005,703,3213.50943632005,2932.442841053009,.91253597,990418.9252076745,990418.3449544013,.5802580690942705,999645.9036219418,999645.2893248796,.6143012526445091,959072.3038691878,959071.6461270154,.6577356844209135,163846.8216530085,163846.8216530085,0,108178.1988714337,108178.1988714337,0,125411.9873655438,125411.9873655438,0,84318.15061498806,84317.57752014324,.5730996411293745,93545.12902925443,93544.5218906207,.6071428246796131,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.97820997,.97820997,1,.89999998,,.9085722,1
2006,703,3213.50943632005,2932.442841053009,.91253597,954147.390355885,954146.7687794268,.6215794640593231,958121.2937965691,958120.6541365385,.6396575714461505,959072.3038691878,959071.6461270154,.6577356844209135,120970.1541095376,120970.1541095376,0,108178.4461858869,108178.4461858869,0,125411.9873655438,125411.9873655438,0,90923.2713025948,90922.65688456502,.6144210360944271,94897.17474327423,94896.54224167205,.6324991434812546,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,1,1,1,1,,1,1
2007,703,3213.50943632005,2932.442841053009,.91253597,916011.0470062494,916010.5338997543,.5131107955239713,904347.4072996676,904346.9657988548,.4415026768110693,959072.3038691878,959071.6461270154,.6577356844209135,94866.58999782801,94866.58999782801,0,108178.4461858869,108178.4461858869,0,125411.9873655438,125411.9873655438,0,78890.47802873177,78889.97208066506,.5059523675590754,67226.83832216263,67226.40397977829,.4343442488461733,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.91781312,.91781324,.75272089,.60000002,,.68647236,.75
2008,703,3213.50943632005,2932.442841053009,.91253597,842444.6863965392,842444.3702650368,.3161298059858382,837997.0319306254,837996.7251887619,.306738571729511,959072.3038691878,959071.6461270154,.6577356844209135,38671.74906435609,38671.74906435609,0,108178.4461858869,108178.4461858869,0,125411.9873655438,125411.9873655438,0,61518.95468832331,61518.64571524935,.3089713780209422,57071.30022240954,57071.00063897448,.2995801437646151,91406.34472586215,91405.6941421181,.6505772564560175,0,0,0,0,0,0,742253.9859377444,742253.9787793159,.007158427964896,.8796742,.87967432,.75272089,.34999999,,.62931031,.75
