year,pa_code,pa_area,pa_cropland,pa_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2024,506,4311.079937417431,2648.596113316715,.61436951,1816633.389484204,1816254.819781579,378.5713382288814,1816314.66890315,1815936.099200524,378.5713382288814,2169044.916019998,2168615.102364741,429.8154829293489,0,0,0,0,0,0,0,0,0,1254009.524021134,1253781.097920284,228.427736453712,1253690.803440079,1253462.377339229,228.427736453712,1606421.055286437,1606141.385232955,279.6718811541796,0,0,0,0,0,0,562623.8673019931,562473.7237002179,150.1436017751694,1,1,1,,,1,1
1993,507,3758.42122499624,2714.744365930557,.72230977,1799191.206273921,1793265.87043184,5925.335842080414,1799161.206273921,1793235.87043184,5925.335842080414,1934506.28254962,1924583.050696731,9923.231852889061,1001.999973580241,0,1001.999973580241,10799.99980139732,0,10799.99980139732,5000.000043451786,0,5000.000043451786,342397.2087811604,342397.1047831476,.1039980128407478,342367.2087811604,342367.1047831476,.1039980128407478,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,1,1,1,,1,1,
1994,507,3758.42122499624,2714.744365930557,.72230977,1801442.391880304,1795154.998007536,6287.393872767687,1801442.392248303,1795154.998375535,6287.393872767687,1934506.28254962,1924583.050696731,9923.231852889061,1364.00003656745,0,1364.00003656745,10799.99980139732,0,10799.99980139732,5000.000043451786,0,5000.000043451786,344286.3786999583,344286.2164290249,.1622709333896637,344286.3790678382,344286.2167969048,.1622709333896637,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.90988827,.91072261,.74806595,,.5,.63728827,
1995,507,3758.42122499624,2714.744365930557,.72230977,1779845.041326528,1773808.809280515,6036.232046013611,1779845.040958649,1773808.808912635,6036.232046013611,1934506.28254962,1924583.050696731,9923.231852889061,1113.000023901463,0,1113.000023901463,10799.99980139732,0,10799.99980139732,5000.000043451786,0,5000.000043451786,322940.0253494437,322940.0251367688,.0002126748731826,322940.0249815638,322940.024768889,.0002126748731826,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,1,1,1,,1,1,
1996,507,3758.42122499624,2714.744365930557,.72230977,1766868.628232211,1760868.298189104,6000.330043107271,1766868.628232211,1760868.298189104,6000.330043107271,1934506.28254962,1924583.050696731,9923.231852889061,1077.000007450581,0,1077.000007450581,10799.99980139732,0,10799.99980139732,5000.000043451786,0,5000.000043451786,309999.6197213233,309999.5216782093,.0980431139469147,309999.6197213233,309999.5216782093,.0980431139469147,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,1,1,1,,1,1,
1997,507,3758.42122499624,2714.744365930557,.72230977,1806544.505518869,1800431.130518615,6113.37500025332,1806544.505518869,1800431.130518615,6113.37500025332,1934506.28254962,1924583.050696731,9923.231852889061,1189.999970048666,0,1189.999970048666,10799.99980139732,0,10799.99980139732,5000.000043451786,0,5000.000043451786,349562.4894139618,349562.3460710943,.1433428674936295,349562.4894139618,349562.3460710943,.1433428674936295,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99309993,.99306434,1,,1,.97182208,
1998,507,3758.42122499624,2714.744365930557,.72230977,1721945.501726519,1715441.230309308,6504.271417211741,1721945.501726519,1715441.230309308,6504.271417211741,1934506.28254962,1924583.050696731,9923.231852889061,1581.000050216913,0,1581.000050216913,10799.99980139732,0,10799.99980139732,5000.000043451786,0,5000.000043451786,264572.504950922,264572.4653933942,.0395575277507305,264572.504950922,264572.4653933942,.0395575277507305,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,1,1,1,,1,1,
1999,507,3758.42122499624,2714.744365930557,.72230977,1840153.879514575,1833848.191217422,6305.688297152519,1840153.879514575,1833848.191217422,6305.688297152519,1934506.28254962,1924583.050696731,9923.231852889061,1381.999996855855,0,1381.999996855855,12489.99980139732,0,12489.99980139732,5000.000043451786,0,5000.000043451786,382979.8827903867,382979.4261774421,.4566129446029663,382979.8827903867,382979.4261774421,.4566129446029663,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,1,1,1,,1,1,
2000,507,3758.42122499624,2714.744365930557,.72230977,1852243.480125651,1845833.168602884,6410.311522766948,1852243.480125651,1845833.168602884,6410.311522766948,1934506.28254962,1924583.050696731,9923.231852889061,1486.999991729856,0,1486.999991729856,12489.99980139732,0,12489.99980139732,5000.000043451786,0,5000.000043451786,394964.4874352664,394964.407469511,.0799657553434372,394964.4874352664,394964.407469511,.0799657553434372,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99974155,1,.94961315,,.89999998,1,
2001,507,3758.42122499624,2714.744365930557,.72230977,1799055.925872147,1792554.130524755,6501.795347392559,1799055.925872147,1792554.130524755,6501.795347392559,1934506.28254962,1924583.050696731,9923.231852889061,1577.999981015921,0,1577.999981015921,13099.99980139732,0,13099.99980139732,5000.000043451786,0,5000.000043451786,341685.9257459641,341685.3619448543,.563801109790802,341685.9257459641,341685.3619448543,.563801109790802,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.97082299,.97225732,.69264042,,.38999999,.88728827,
2002,507,3758.42122499624,2714.744365930557,.72230977,1827125.925029546,1820602.500543654,6523.424485892057,1827125.925145894,1820602.500660002,6523.424485892057,1934506.28254962,1924583.050696731,9923.231852889061,1599.999961525202,0,1599.999961525202,13099.99980139732,0,13099.99980139732,5000.000043451786,0,5000.000043451786,369733.908931464,369733.7164607048,.1924707591533661,369733.9090478122,369733.7165770531,.1924707591533661,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.9992246,1,.84883958,,.69999999,1,
2003,507,3758.42122499624,2714.744365930557,.72230977,1789125.286009789,1782326.95058912,6798.335420668125,1789125.286329031,1782326.950908363,6798.335420668125,1934506.28254962,1924583.050696731,9923.231852889061,1875.000038534403,0,1875.000038534403,13099.99980139732,0,13099.99980139732,5000.000043451786,0,5000.000043451786,331458.2695925534,331458.1660198867,.10357266664505,331458.2699117959,331458.1663391292,.10357266664505,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99974155,1,.94961315,,.89999998,1,
2004,507,3758.42122499624,2714.744365930557,.72230977,1881795.363506347,1873997.702258825,7797.661247521639,1881795.363330394,1873997.702082872,7797.661247521639,1934506.28254962,1924583.050696731,9923.231852889061,2873.999956905842,0,2873.999956905842,13099.99980139732,0,13099.99980139732,5000.000043451786,0,5000.000043451786,423129.3472295702,423128.9176263213,.42960324883461,423129.3470538557,423128.9174506068,.42960324883461,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99909538,1,.82364619,,.64999998,1,
2005,507,3758.42122499624,2714.744365930557,.72230977,1771939.258964062,1764595.027195096,7344.231768965721,1771939.261790991,1764595.030022025,7344.231768965721,1934506.28254962,1924583.050696731,9923.231852889061,2420.999959588051,0,2420.999959588051,10799.99980139732,0,10799.99980139732,5000.000043451786,0,5000.000043451786,313726.2584337294,313726.2584337294,0,313726.2612606585,313726.2612606585,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99974155,1,.94961315,,.89999998,1,
2006,507,3758.42122499624,2714.744365930557,.72230977,1792633.502428792,1781900.214453101,10733.28797569126,1792633.505028509,1781900.217052817,10733.28797569126,1934506.28254962,1924583.050696731,9923.231852889061,5809.999776005745,0,5809.999776005745,10799.99980139732,0,10799.99980139732,5000.000043451786,0,5000.000043451786,331031.4897531793,331031.433607012,.0561461672186852,331031.4923527762,331031.436206609,.0561461672186852,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,1,1,1,,1,1,
2007,507,3758.42122499624,2714.744365930557,.72230977,1822110.031792223,1813903.800239027,8206.231553196907,1822110.02610594,1813903.794552743,8206.231553196907,1934506.28254962,1924583.050696731,9923.231852889061,3282.999987870455,0,3282.999987870455,10799.99980139732,0,10799.99980139732,5000.000043451786,0,5000.000043451786,363035.0309917033,363035.0309917033,0,363035.0253054202,363035.0253054202,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99896616,1,.79845273,,.60000002,1,
2008,507,3758.42122499624,2714.744365930557,.72230977,1806404.12977612,1799106.897767782,7297.232008337975,1806404.133136153,1799106.901127815,7297.232008337975,1934506.28254962,1924583.050696731,9923.231852889061,2373.999954730272,0,2373.999954730272,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,348238.1213142276,348238.1213142276,0,348238.1246740222,348238.1246740222,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.95691937,.95838594,.67248577,,.34999999,.8309325,
2009,507,3758.42122499624,2714.744365930557,.72230977,1787766.419548631,1780148.187698722,7618.231849908829,1787766.416351199,1780148.18450129,7618.231849908829,1934506.28254962,1924583.050696731,9923.231852889061,2695.000040501356,0,2695.000040501356,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,329279.4070965648,329279.4070965648,0,329279.403899014,329279.403899014,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.95704859,.95838594,.6976791,,.40000001,.8309325,
2010,507,3758.42122499624,2714.744365930557,.72230977,1797912.85620153,1789851.624362826,8061.231838703156,1797912.859542251,1789851.627703547,8061.231838703156,1934506.28254962,1924583.050696731,9923.231852889061,3138.000029295683,0,3138.000029295683,11330.99980139732,0,11330.99980139732,5000.000043451786,0,5000.000043451786,338982.8477907479,338982.8477907479,0,338982.8511315882,338982.8511315882,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99870765,1,.74806595,,.5,1,
2011,507,3758.42122499624,2714.744365930557,.72230977,1777504.790560424,1769192.558951676,8312.231608748436,1777504.789048374,1769192.557439625,8312.231608748436,1934506.28254962,1924583.050696731,9923.231852889061,3389.000043421984,0,3389.000043421984,12147.99980139732,0,12147.99980139732,5000.000043451786,0,5000.000043451786,318323.774594456,318323.774594456,0,318323.7730822861,318323.7730822861,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99948305,1,.89922637,,.80000001,1,
2012,507,3758.42122499624,2714.744365930557,.72230977,1784035.274991512,1775043.043045521,8992.231945991516,1784035.273806572,1775043.04186058,8992.231945991516,1934506.28254962,1924583.050696731,9923.231852889061,4068.999892354012,0,4068.999892354012,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,324174.2586594522,324174.2586594522,0,324174.2574745119,324174.2574745119,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99909538,1,.82364619,,.64999998,1,
2013,507,3758.42122499624,2714.744365930557,.72230977,1822558.730626464,1811877.499253035,10681.2313734293,1822558.73256886,1811877.501195431,10681.2313734293,1934506.28254962,1924583.050696731,9923.231852889061,5757.999808132648,0,5757.999808132648,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,361008.718529433,361008.718529433,0,361008.7204715908,361008.7204715908,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.98106974,.98266083,.67248577,,.34999999,.92955518,
2014,507,3758.42122499624,2714.744365930557,.72230977,1715588.981545985,1704811.749623358,10777.2319226265,1715588.978962481,1704811.747039855,10777.2319226265,1934506.28254962,1924583.050696731,9923.231852889061,5853.999868988991,0,5853.999868988991,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,253942.9848907888,253942.9848907888,0,253942.9823072851,253942.9823072851,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.88457483,.88644779,.52132529,,.050000001,.53866553,
2015,507,3758.42122499624,2714.744365930557,.72230977,1704471.875981748,1693781.644315064,10690.23166668415,1704471.875816762,1693781.644150078,10690.23166668415,1934506.28254962,1924583.050696731,9923.231852889061,5767.000101447105,0,5767.000101447105,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,242912.8597457707,242912.8597457707,0,242912.859580785,242912.859580785,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.8849625,.88644779,.59690553,,.2,.53866553,
2016,507,3758.42122499624,2714.744365930557,.72230977,1755489.504799247,1746819.273263693,8670.231535553932,1755489.504799247,1746819.273263693,8670.231535553932,1934506.28254962,1924583.050696731,9923.231852889061,3746.999970301986,0,3746.999970301986,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,295950.5084090829,295950.5084090829,0,295950.5084090829,295950.5084090829,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99896616,1,.79845273,,.60000002,1,
2017,507,3758.42122499624,2714.744365930557,.72230977,1730825.557509124,1721836.325563729,8989.23194539547,1730825.561953723,1721836.330008328,8989.23194539547,1934506.28254962,1924583.050696731,9923.231852889061,4066.000013917685,0,4066.000013917685,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,270967.5606629848,270967.5606629848,0,270967.565107584,270967.565107584,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99961233,1,.92441982,,.85000002,1,
2018,507,3758.42122499624,2714.744365930557,.72230977,1762583.366810918,1752916.135003448,9667.231807470322,1762583.362366319,1752916.130558848,9667.231807470322,1934506.28254962,1924583.050696731,9923.231852889061,4743.999998092651,0,4743.999998092651,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,302047.354645431,302047.354645431,0,302047.3502008319,302047.3502008319,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99831998,1,.67248577,,.34999999,1,
2019,507,3758.42122499624,2714.744365930557,.72230977,1752420.895434678,1742887.663516104,9533.23191857338,1752420.897880375,1742887.665961802,9533.23191857338,1934506.28254962,1924583.050696731,9923.231852889061,4609.999987125397,0,4609.999987125397,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,292018.8831258714,292018.8831258714,0,292018.88557145,292018.88557145,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99935383,1,.87403297,,.75,1,
2020,507,3758.42122499624,2714.744365930557,.72230977,1755198.949191153,1745277.717172682,9921.232018470764,1755198.951463759,1745277.719445288,9921.232018470764,1934506.28254962,1924583.050696731,9923.231852889061,4997.999964952469,0,4997.999964952469,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,294408.9365689456,294408.9365689456,0,294408.9388413131,294408.9388413131,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.96343178,.9653216,.59690553,,.2,.85911036,
2021,507,3758.42122499624,2714.744365930557,.72230977,1677315.750973046,1667936.519245446,9379.231727600098,1677315.750716031,1667936.518988431,9379.231727600098,1934506.28254962,1924583.050696731,9923.231852889061,4456.000040233135,0,4456.000040233135,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,217067.7423666418,217067.7423666418,0,217067.7421096265,217067.7421096265,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.88457483,.88644779,.52132529,,.050000001,.53866553,
2022,507,3758.42122499624,2714.744365930557,.72230977,1522610.918503433,1513723.686921507,8887.231581926346,1522610.914042503,1513723.682460576,8887.231581926346,1934506.28254962,1924583.050696731,9923.231852889061,3964.000016599894,0,3964.000016599894,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,62854.90349567682,62854.90349567682,0,62854.89903477579,62854.89903477579,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.78432602,.78568208,.52132529,,.050000001,.12927973,
2023,507,3758.42122499624,2714.744365930557,.72230977,1763601.602700591,1754469.370771766,9132.231928825378,1763601.602700591,1754469.370771766,9132.231928825378,1934506.28254962,1924583.050696731,9923.231852889061,4208.999997347593,0,4208.999997347593,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,303600.5866431296,303600.5866431296,0,303600.5866431296,303600.5866431296,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,1,1,1,,1,1,
2024,507,3758.42122499624,2714.744365930557,.72230977,1790740.573810816,1781884.342196226,8856.231614589691,1790740.573810816,1781884.342196226,8856.231614589691,1934506.28254962,1924583.050696731,9923.231852889061,3933.000049263239,0,3933.000049263239,37099.99980139732,0,37099.99980139732,5000.000043451786,0,5000.000043451786,331015.5578097701,331015.5578097701,0,331015.5578097701,331015.5578097701,0,473714.2646265626,473714.2646265626,0,0,0,0,0,0,0,1455792.004175484,1450868.772610188,4923.23156529665,.99844921,1,.6976791,,.40000001,1,
1993,508,19527.58834835278,64.26786745537538,.0032911319,1367262.910513268,1328192.151339032,39070.76163264361,1367262.910513268,1328192.151339032,39070.76163264361,1376906.617362212,1332902.677625157,44003.93965286231,442.1215391102924,0,442.1215391102924,1155.092370912091,0,1155.092370912091,1035.600001599923,0,1035.600001599923,0,0,0,0,0,0,9050.222252421081,4710.523027420044,4339.699527211487,0,0,0,0,0,0,1366820.791854934,1328192.151339032,38628.63842121063,1,1,1,,1,1,1
